Tanggal,Judul,Konten,Link
2020-06-18 07:57:00,"Studi: Algoritma Instagram Lebih Suka Foto-foto ""Terbuka""","KOMPAS.com- Sekelompok peneliti gabungan dari AlgorithmWatch dan European Data Journalism mempublikasikan temuan barunya soal cara kerjaalgoritmapenyaji konten diInstagram.Menurutpenelitianmereka, algoritma Instagram ternyata lebih menyukai foto orang yang lebih ""terbuka"" alias berpakaian minim sehingga banyak menampilkan tubuh. Foto dengan subyek semacam ini lebih sering muncul di linimasa pengguna.Risetdilakukan dengan melibatkan 26 relawan yang diminta untuk memasang aplikasi ekstensi dibrowseruntuk membukahomepageInstagram secara rutin dalam interval waktu tertentu.Baca juga:Ambil Foto Milik Orang Lain dari Instagram Kini Wajib IzinPara relawan kemudian diminta untuk mengikuti(follow)akun sejumlah kreator konten profesional yang memanfaatkan Instagram untuk beriklan atau menarik klien baru.Hasilnya, dari 2.400 foto yang diunggah kerator, sebanyak 362 atau 21 persen di antaranya menampilkan sosok pria bertelanjang dada atau wanita yang mengenakan bikini atau pakaian dalam.Semula, para peneliti menduga kalau hasil tersebut hanya kebetulan dan algoritma Instagram tidak benar-benar meprioritaskan jenis konten tersebut.Namun setelah diteliti lebih jauh, linimasa para relawan tetap menunjukan hasil yang sama. Sebanyak 30 persen bersisi foto ""terbuka"". Wanita berpakaian minim memiliki peluang 54 persen lebih tinggi untuk ditampilkan difeed, sementara pria bertelanjang dada 28 persen.Sebaliknya, foto berisi makanan atau pemandangan disebut memiliki peluang 60 persen lelbih rendah untuk ditampilkan di linimasa.Baca juga:Instagram Akan Mulai Tayangkan Iklan di IGTVNicolas Kayser-Bril, reporter AlgorithmWatch, meyakini bahwa algoritma Instagram menjadi berlaku seperti itu akibat kebiasaan pengguna tertentu.""Sebagian kecil pengguna Instagram melihat platform tersebut sebagai sumber gambarsoft porndan perilaku mereka mungkin dihimpun oleh sistemmachine learning,diamplifikasi, dan gambar telanjang disebar ke semua pengguna, begitu seterusnya,""kicaunyadi Twitter.Cara kerja algoritma ini bisa memacu kreator konten, khususnya wanita, untuk menarik lebih banyakaudiencedengan mengunggah foto ""terbuka"".SanggahanFacebookKendati demikian, para peneliti mengakui bahwa bias terhadap gambar-gambar terbuka ini tak ditemukan di sebagian relawan. Mereka menduga bahwa algoritma Instagram memang mendorong konten semacam itu, tapi efeknya bisa berbeda untuk tiap orang.Baca juga:Instagram Sudah Bisa Video Call hingga 50 OrangMereka menambahkan bahwa sulit untuk menarik kesimpulan yang konkret tanpa akses data internal dan server yang dimiliki Facebook selaku empunya Instagram. Para peneliti berniat lebih lanjut menelaah cara kerja algoritma dengan merekrut lebih banyak relawan.Facebook sendiri telah menyanggah hasil temuan penelitian itu mengenai algoritma di Instagam. Menurut Facebook, para peneliti tidak memahami cara kerja yang sebenarnya darimedia sosialtersebut.",http://tekno.kompas.com/read/2020/06/18/07570027/studi-algoritma-instagram-lebih-suka-foto-foto-terbuka
2021-04-22 07:06:00,"Menaruh Percaya Ide ""Sillicon Valley"" Indonesia","BUKITAlgoritma di Sukabumi dan ""Silicon Valley"" banyak diperbincangkan oleh publik saat ini, terkait pengembangan pusat inkubasi teknologi dan informasi di Indonesia. Perbincangan diisi dengan pro dan kontra, beragam cara pikir berkelindan di ruang publik.Seperti biaya yang besar pembangunan tahap awalBukit Algoritmadiperkirakan menelan dana yang fantastis di masa pandemik hingga 1 miliar Euro atau setara Rp 18 triliun.Baca juga:Pengembangan Bukit Algoritma Sukabumi Telan Dana Rp 18 TriliunPerbincangan Silicon Valley Indonesia menjadi riuh tidak bisa dipungkiri karena diinisiasi oleh seorang politisi dan aktivis media sosial, Budiman Sujatmiko.Budiman akhir-akhir ini kerap memposisikan diri secara virtual (virtual positioning) sebagai sosok yang dekat dengan teknologi dan mendorong inovasi. Selepas tidak menjadi anggota DPR, dirinya mencoba bertranformasi dari isu ‘pejuang’ UU desa ke gerakan innovator.Sesungguhnya kita tidak perlu menaruh curiga berlebihan manakala ide ini diawali oleh seorang politisi. Sepanjang basis argumentasi memadai, tidak menggantungkan diri pada sosok dan tetap berpijak pada sistem, tentu gagasan ini menjadi kabar yang menggembirakan.Agar tidak terjebak “euphoria tanpa makna” atau “sinisme berlebihan” perlu dicermati bahwa gagasan membuat ‘Silicon Valey’ bukan hal baru di Indonesia.Baca juga:Mengenal Bukit Algoritma Sukabumi, Tiruan Silicon Valley Ala IndonesiaBisa ditelusuri di mesin pencari berita bahwa ide tersebut ‘datang dan pergi’ hingga ‘timbul tenggelam’ dari sejumlah pesohor atau pejabat negeri ini dari tingkat daerah hingga pusat.Dari gubernur, menteri, bahkan hingga Presiden Jokowi. Faktanya hingga saat ini baru sekadar wacana tanpa rupa, jadi berita yang tidak pernah terwujud. Sekali lagi, tentu terlampau prematur juga mengatakan ini sebagaighosting, prank,dan sejenisnya.Diskursus kita dalam menanggapi beragam rencana proyek ambisius jangan sampai terjebak pada pertarungan pesan minim ide, buktinya banyak contoh serupa yang pada akhirnya harus terbengkalai.Meski baru di ‘akuisisi’ oleh Negara, meski terseok suka tidak suka Taman Mini Indonesia Indah (TMII) merupakan salah satu projek ambisius yang relatif masih eksis.Terkoneksi dengan sumber utamaProyek yang mengambil inspirasi dari Silicon Valley bukan hanya ada di Indonesia, banyak juga di negara-negara lain. Yang relatif berhasil adalah China dan India.Menukik lebih tajam contoh sukses ada di India, tepatnya di Bangalore. Kota yang terletak di selatan India ini secara luas dikenal sebagai ""Lembah Silikon India"" atau ""ibu kota TI India"" karena perannya sebagai pengekspor teknologi informasi (TI) terkemuka negara itu.Selain perusahaan raksasa seperti Amazon dan Uber ada beberapa perusahaan lain yang berpusat di Bangalore yakni perusahaan infoteknologi Cognizant, Texas Instruments, Wipro, Microsoft, SAP LABS, Accenture, dan Infosys.Sejumlah perusahaan multinasional danstartuptumbuh subur, bahkan Tesla perusahaan terkemuka mobil listrik juga sudah menjatuhkan hati untuk menetap di sana.Sejatinya ekosistem seperti Sillicon Valey tidak terbentuk dalam hitungan hari dan tahun, dilakukan bertahun-tahun. Tidak di California, pun di Bangalore India.Baca juga:Ridwan Kamil: Rencana Pembangunan Silicon Valley Jangan Cuma Gimik",http://money.kompas.com/read/2021/04/22/070619126/menaruh-percaya-ide-sillicon-valley-indonesia
2020-07-28 16:04:00,Trafik YouTuber Indonesia Turun akibat Pandemi atau Algoritma?,"KOMPAS.com -SejumlahYouTuberdi Indonesia mengakui mengalami penurunan trafik dan pendapatan. Hampir sebagian besar merasa penurunan dimulai sejak awal 2020, bersamaan dengan pandemi Covid-19 di Indonesia.Namun benarkah penurunan ini diakibatkan oleh pandemi Covid-19, atau perubahan algoritmaYouTube?Untuk diketahui, laporanThe New York Timesmenyebut bahwa YouTube justru mengalami kenaikan jumlah penonton sebesar 15 persen pada periode Januari-April 2020.DariadsensehinggaviewerKompasTeknomengonfirmasi ke sejumlah YouTuber di Indonesia, seperti YouTuber yang gemar mengulik segala hal yang berhubungan dengan dunia otomotif, Fitra Eri.Baca juga:Blackpink Pecahkan Rekor di YouTubeKepadaKompasTekno, Fitra mengaku bahwa di masa pandemi ini, pendapatan dariadsensedi kanal YouTube-nya cenderung menurun meski jumlah trafikviewermeningkat.Hal itu menurut Fitra kemungkinan karena jumlah pengiklan ke YouTube berkurang.""Turunnya per 1.000 views di saya sekitar 40 persen. Tapi karenatrafficmeningkat jadinya jumlahadsensemirip saja dengan sebelumnya,"" lanjut Fitra.Adsensesendiri merupakan program kerja sama periklanan yang dikelola Google. Setelah akun Google tertaut denganadsense, setiap video yang ditonton minimal 30 detik akan terhitung dan dikonversikan keadsense.Sedangkan CPM (cost per mille) adalah bayaran yang diberikan ke YouTuber tiap kelipatan 1.000viewpada video mereka. Ini menjadi salah satu faktor penting dalam memonetisasi iklan di YouTube.Senada dengan Fitra, YouTuber yang menggawangi kanal Sobat Hape, Irwan Kusuma juga merasakan hal yang sama. Irwan menduga bahwa penurunan CPM merupakan dampak dari perubahan algoritma YouTube saat ini.""Turun kayaknya. Emang sekarang lagi ramenihsoal algoritma YouTube, konten kreator yang beneran kalah sama artis,"" ujar Irwan.Sementara, YouTuber sekaligusreviewerWira Nurmansyah cenderung mengalami penurunan dari segi CPM maupun jumlah penonton (views) semenjak Covid. Ia mengaku penurunan bisa 30 hingga 50 persen dalam satu hari.YouTuber Kumar dari kanal K2 Gadgets menuturkan ada penurunan CPM, karena banyak perusahaan yang menahan diri beriklan di YouTube secara masif, sehingga jumlah pihak yang bersaing untuk spot iklan menurun, dan berimbas ke rendahnya CPM.""Walaupun begitu untuk jumlahviewersjustru dalam dua bulan terakhir, K2 Gadgets mengalami kenaikanaverage viewershipkalau dibandingkan dengan awal tahun,"" lanjut Kumar.Baca juga:Marak Jual Beli Akun Netflix, Spotify, dan YouTube Premium di Indonesia, Legalkah?",http://tekno.kompas.com/read/2020/07/28/16040047/trafik-youtuber-indonesia-turun-akibat-pandemi-atau-algoritma
2020-06-18 15:17:00,Instagram Bantah Algoritmanya Prioritaskan Foto Orang Berpakaian Minim,"KOMPAS.com- Baru-baru ini,sebuah studiyang dilakukan tim peneliti gabungan dari AlgorithmWatch dan European Data Journalism menyebut bahwaalgoritmaInstagramcenderung sering menampilkanfotoyang menampilkan orang berpakaian minim.Namun, Instagram membantah temuan itu melalui sebuah utas di akun Twitter resmi Istagram Comms.""Kami memunculkan unggahan berdasarkan ketertarikan, linimasa unggahan, dan faktor lain untuk membantu orang-orang menemukan konten yang paling relevan dengan mereka,"" jelas Instagram dalam utas itu.Baca juga:Studi: Algoritma Instagram Lebih Suka Foto-foto TerbukaAnak perusahaan Facebook itu menuding penelitian tersebut salah memahami cara kerja algoritmanya. Cara penelitiannya pun, menurut Instagram, juga cacat di beberapa aspek dan hanya melibatkan sample berjumlah sedikit.""Kami akan merilis lebih banyak informasi tentangpostingmana saja yang kami rekomendasikan dan tidak kami rekomendasikan dalam beberapa pekan ke depan,"" lanjut Instagram.2/ The study looked at an extremely small sample size, which likely surfaced the type of content they were researching: the more you engage with certain types of posts, the more likely we are to show you similar posts.— Instagram Comms (@InstagramComms)June 16, 2020Penelitian AlgorithmWatch dan European Data Journalism melibatkan 26 orang relawan yang diminta memasang ekstensi dibrowseruntuk membukahomepageInstagram secara rutin dalam interval waku tertentu.Mereka kemudian diminta mengikuti (follow) sejumlah kreator konten profesional yang memanfaatkan Instagram untuk beriklan atau menarik klien baru.Berdasarkan hasil riset, dari 2.400 foto yang diunggah kreator, sebanyak 362 atau 21 persen di antaranya menampilkan pria bertelanjang dada atau wanita yang mengenakan bikini atau pakaian dalam.Baca juga:Instagram Disebut Bakal Gantikan TwitterSemula, para peneliti menduga kalau hasil tersebut hanya kebetulan dan algoritma Instagram tidak benar-benar meprioritaskan jenis konten tersebut.Namun setelah diteliti lebih jauh, linimasa para relawan tetap menunjukan hasil yang sama. Sebanyak 30 persen berisi foto ""terbuka"". Wanita berpakaian minim memiliki peluang 54 persen lebih tinggi untuk ditampilkan di feed, sementara pria bertelanjang dada 28 persen.Sebaliknya, foto berisi makanan atau pemandangan disebut memiliki peluang 60 persen lelbih rendah untuk ditampilkan di linimasa.Mendeteksi kulitBantahan Instagram senada dengan yang dikeluarkan oleh induknya, Facebook, yang mengatakan bahwa algorima mengurutkan konten berdasarkan ketertarikan pengguna, bukan faktor acak seperti subyek yang mengenakan pakaian terbuka.Namun, para peneliti tetap meyakini bahwa temuan mereka memang menunjukkan cara kerja algoritma Instagram yang sebenarnya. Apalagi, Facebook pernah mempublikasikanpatententang mekanisme linimasa untuk memilih konten mana yang akan ditampilkan.Paten tersebut menjelaskan faktor-faktor apa saja yang dijadikan patokan untuk menentukan gambar mana yang tampil di linimasa.Baca juga:Ambil Foto Milik Orang Lain dari Instagram Kini Wajib Izin",http://tekno.kompas.com/read/2020/06/18/15170067/instagram-bantah-algoritmanya-prioritaskan-foto-orang-berpakaian-minim
2023-01-24 01:23:00,Survei Algoritma: Puan Maharani Jadi Politikus dengan Tingkat Resistensi Tinggi,"Lembaga survei Algoritma Research and Consulting menemukan resistensi publik yang tinggi terhadap Ketua DPP PDI Perjuangan (PDI-P) Puan Maharani untuk maju pada pemilihan presiden 2024.Direktur Riset dan Program Algoritma Research and Consuting, Fajar Nursahid mengatakan, tokoh publik yang sangat tinggi resistensinya tidak akan dipilih kalau mereka dicalonkan.Menurut informasi yang Fajar sebutkan pada Senin (23/1/2023), resistensi Puan Maharani mencapai 18,6 persen.Sementara itu, hasil survei Algoritma juga mencatat elektabilitas Puan Maharani hanya 0,4 persen.Informasi selengkapnya dapat disimak dalam video berikut.Penulis: Vitorio MantaleanVideo Jurnalis: NIS, TALPenulis Naskah: Talitha YumnaaVideo Editor: Talitha YumnaaProduser: Rakhmat Nur HakimMusik: A Fool's Theme - Brian Bolger#JernihkanHarapan #PuanMaharani #Pipres2024",https://video.kompas.com/watch/245695/survei-algoritma-puan-maharani-jadi-politikus-dengan-tingkat-resistensi-tinggi
2021-04-13 05:40:00,[POPULER MONEY] Hal yang Perlu Diketahui dalam Pendaftaran CPNS dan PPPK | Denda dan Sanksi bagi Perusahaan yang Telat Bayar THR,"1. Mei Pendaftaran CPNS dan PPPK Dibuka, Ini Hal yang Perlu DiketahuiPemerintah mengumumkan pendaftaran untuk seleksi Calon Pegawai Negeri Sipil (CPNS) dan Pegawai Pemerintah dengan Perjanjian Kerja (PPPK) akan dibuka pada Mei-Juni 2021.Sebanyak 56 kementerian dan lembaga, 34 pemerintah provinsi, serta 504 pemerintah kabupaten dan kota akan mengadakan seleksi CPNS dan PPPK. Pemerintah membutuhkan sebanyak 1.275.387 CPNS dan PPPK tahun 2021 untuk pemerintah pusat dan daerah.Berdasarkan data Kementerian PANRB per 7 April 2021, jumlah penetapan formasi dari 56 kementerian dan lembaga, sebanyak 69.684.Jumlah tersebut terdiri dari 61.129 formasi kementerian dan lembaga, serta 8.555 penetapan formasi melalui sekolah kedinasan.Lalu apa saja yang perlu diperhatikan? Simak disini2. Berkat Aset Kripto NFT, Pria Ini Raup Rp 667 Juta dalam 6 MingguAkhir-akhir ini aset kripto NFT tengah naik daun. Banyak pihak yang mengambil keuntungan dari aset kripto ini, khususnya para pembuat konten dan seniman.Salah satu yang berhasil panen untung dari NFT adalah Blake Jamieson, seorang seniman di Brooklyn, Amerika Serikat (AS). Ia menghasilkan Rp 46.000 dollar AS atau sekitar Rp 667 juta (kurs Rp 14.500 per dollar AS) hanya dalam waktu 6 minggu dari NFT.Pria berusia 36 tahun ini sepanjang Februari hingga pertengahan Maret 2021, berhasil menjual NTF dari karya-karya seninya di platform SuperRare dan OpenSea.""Saya sangat yakin bahwa akan menjadi jutawan setidaknya dalam waktu delapan minggu, hanya karena saya melihat potensi barang-barang NFT,” kata Jamieson seperti dikutip dariCNBC,Senin (12/4/2021).Selengkapnya baca disini3. MengenalBukit Algoritma Sukabumi, Tiruan Silicon Valley Ala IndonesiaIndonesia sebentar lagi akan segera memiliki pusat riset teknologi bernama Bukit Algoritma, letaknya berada di Sukabumi, Jawa Barat, sehingga dikenal pula dengan nama Silicon Valley Sukabumi.Banyak orang mendengar cerita tentang Steve Jobs yang merintis bisnis raksasa teknologi Apple dari garasi rumah, atau Mark Zuckerberg yang menciptakan jejaring Facebook bermula dari kamar sempit di sebuah asrama.",http://money.kompas.com/read/2021/04/13/054000926/-populer-money-hal-yang-perlu-diketahui-dalam-pendaftaran-cpns-dan-pppk-denda
2020-07-30 15:29:00,Menelusuri Penyebab Turunnya Trafik Penonton dan Iklan di YouTube,"KOMPAS.com- SejumlahYouTubermengakui adanya penurunantrafikpenonton daniklandari AdSense.Beberapa di antaranya mengatakan penurunan terjadi sejak awal tahun 2020, ada pula yang mengalaminya sejak dimulainya pandemi Covid-19 atau sekitar bulan Februari.Hal itu tidak hanya dialamiYouTuberIndonesia.YouTubermancanegara juga mengalami masalah yang sama. Mereka beramai-ramai membanjirilamanSupport Google dengan keluhan soal trafik dan pendapatan.Baca juga:YouTuber Indonesia Alami Penurunan Trafik dan PendapatanSalah satuYouTubermengaku jumlah penonton turun hingga 90 persen dalam satu malam.YouTubertersebut mengaku mengunggah video setiap hari. Jumlah penonton hariannya konstan antara 50.000-60.000 dalam beberapa bulan terakhir.Namun pada tanggal 2 April, jumlah penonton anjlok, menjadi sekitar 3.000 per hari dan berkisar di angka yang sama hingga hampir sebulan.""Video baru masih dilihat olehsubscribersaya pada jam-jam awal, tapi setelah beberapa jam tayang sepertinya tidak menjadi video rekomendasi,"" tulisnya.YouTuberlain menimpali dengan mengatakan bahwa dia mengalami penurunan jumlah penonton, dari rata-rata awal 2,2 juta per hari pada pertengahan April menjadi 914.000-an per hari. Selain jumlah penonton,YouTuberlain mengeluhkan penurunan pendapatan.Namun, beberapa di antaranya mengaku jumlah penonton tetap stabil atau malah mengalami peningkatan. Salah satuYouTuberyang juga mengeluh dilamanSupport Google mengaku pendapatannya menurun pada bulan Maret-April 2020.""Pendapatan saya turun 85 persen, paling drastis sehingga saya tidak bisa memperoleh pendapatan.Trafikdi kanal saya masih sama seperti sebelumnya,"" tulis sangYouTuber.Trafik meningkat, iklan malah turunBelum ada jawaban resmi dariYouTubepusat akan hal ini. Para kreator menduga salah satu penyebabnya adalah berhentinya berkurangnya iklan.YouTuberantara lain memperoleh pendapatan dari penonton yang melihat iklan (tanpaskip) di videonya.Iklandihitung berdasarkan CPM(cost per mile)atau komisi per 1.000 penonton).Baca juga:Youtuber Keluhkan Trafik dan Adsense Turun, Ini Kata PengamatPara pengiklan akan berlomba-lomba menawarkan harga terbaik agar iklannya terpampang di video tersebut.Semakin banyak iklan yang masuk, penawaran bisa semakin tinggi karena sengitnya kompetisi. Sebaliknya, semakin sedikti pengiklan, penawaran juga akan berkurang karena minimnya kompetisi antar pengiklan.Selama pandemi, banyak pengiklan yang  menyetop iklannya. Informasi ini diungkap dalam artikelOneZero Mediumyang ditulis oleh Chris Stokel-Walker, pewarta ekonomi lepas untuk media ternama sepertiThe Guardian, The Economist,danBBC.Salah satu konsultan YouTube bernama Carlos Pacheco yang membantu 180 kanal YouTube dengan total hampir 68 jutasubscriber,mengatakanratepengiklan turun rata-rata hampir 50 persen sejak awal Februari.",http://tekno.kompas.com/read/2020/07/30/15290037/menelusuri-penyebab-turunnya-trafik-penonton-dan-iklan-di-youtube
2019-02-21 17:52:00,"Algoritma YouTube Anggap ""Pokemon Go"" sebagai Pornografi","KOMPAS. com -KontengamingdiYouTubeagaknya tidak selalu dianggap baik oleh Google, sekalipun kontenPokemon Go. Pasalnya, beredar kabar bahwa ada beberapa YouTuber yang mengunggah videogameplayPokemon Go,namun diblokir oleh YouTube lantaran dianggap konten pornografi.Berdasarkan laporan BBC, ada tiga YouTuber yang diblokir oleh YouTube, mereka masing-masing dengan akun Mystic7, Trainer Tips, dan Marksman.Akun YouTube ketiga konten kreator tersebut disebut diblokir oleh YouTube, tak lama setelah mereka mengunggah videogameplayPokemon Go.Alasan pemblokiran karena video-video yang diunggah terdapat singkatan CP. DiPokemon Go, CP sendiri merupakan singkatan dari ""Combat Points"". Namun, menurut YouTube dan algoritma sistem platform tersebut, CP dianggap sebagai singkatan dari ""Child Pornography"".Mendapati akunnya telah diblokir, Mystic7 dan Trainer Tips pun mengungkapkan keluhannya di Twiter.Baca juga:Google Ciptakan AI untuk Basmi Pornografi AnakSo my channel just went down for community guideline strikes for “sexual content”...@TeamYouTubeyal into Pokémon or something??— MYSTIC7 (@MYSTIC7)February 17, 2019In case anyone at@TeamYouTubeis taking notes on today's mishap, CP stands for Combat Points. I'm on board with fighting back against inappropriate content, but your algorithm needs a lesson in CONTEXT.Also, just to reiterate, MANUAL REVIEW BY A HUMAN BEFORE TERMINATIONpic.twitter.com/qHLP5GGe9J— Nick // Trainer Tips (@trnrtips)February 17, 2019Selain berkeluh kesal di sosial media, ketiga konten kreator ini juga melaporkan kejadian pemblokiran akun ke YouTube.Sebab, tak hanya channel YouTube saja yang diblokir. Seluruh ekosistem Google yang terintegrasi dengan Gmail juga tak bisa digunakan.Selang beberapa waktu setelah dilaporkan dan ramai diberitakan, tiga akun tersebut langsung pulih dari status blokir. Lalu, apa tangapan YouTube tentang kasus ini?Ketidaksengajaan sistemMelihat kasus ini, pihak YouTube pun memberikan klarifikasi bahwa pemblokiran akun merupakan kesalahan sistem.""Dengan banyaknya video yang beredar di platform kami, kadang kami salah (memblokir),"" ujar pihak YouTube.""Ketika mendengar ada channel yang telah diblokir oleh sistem secara tak sengaja, pihak kami langsung mencabut blokir tersebut dan mengulas video terkait di channel tersebut,"" tambahnya.Kejadian ini pun agaknya menimbulkan kekhawatiran tentang pemblokiran melalui otomatisasi sistem dan algoritma YouTube.Padahal, pemblokiran akun mestinya dilakukan oleh orang, bukan sistem. Sebab, status blokir sendiri merupakan status hukuman yang absolut.Terlebih, jika YouTube terus mengandalkan algoritma, maka kejadian di atas mungkin bakal terjadi lagi di kemudian hari, sebagaimana dirangkumKompasTeknodariKotaku, Kamis (21/2/2019).Simakbreaking newsdanberita pilihankami langsung di ponselmu. Pilih saluran andalanmu akses berita Kompas.com WhatsApp Channel :https://www.whatsapp.com/channel/0029VaFPbedBPzjZrk13HO3D. Pastikan kamu sudah install aplikasi WhatsApp ya.",http://tekno.kompas.com/read/2019/02/21/17520037/algoritma-youtube-anggap-pokemon-go-sebagai-pornografi
2020-04-12 14:01:00,"Kemenhub Akhirnya Izinkan Ojol Angkut Penumpang, Ini Syaratnya","JAKARTA, KOMPAS.com- MenteriPerhubunganAd interim Luhut Binsar Pandjaitan telah mengeluarkanPeraturanMenteri Perhubungan (Permenhub) Nomor 18 Tahun 2020 tentang Pengendalian Transportasi dalam rangka Pencegahan Penyebaran virus Corona.Dalam beleid tersebut salah satunya diatur mengenai operasional ojek online.Juru bicara Kementerian Perhubungan Adita Irawati mengatakan, sepeda motor dapat mengangkut penumpang dengan syarat harus memenuhi ketentuan dan memenuhiprotokolkesehatan.""Seperti melakukan aktivitas lain yang diperbolehkan selama PSBB dan juga melakukan disinfeksi kendaraan dan atribut sebelum dan setelah selesai digunakan. Selain itu wajib menggunakan masker dan sarung tangan, dan tidak berkendara jika sedang mengalami suhu badan di atas normal atau sakit,"" ujarnya dalam video conference terkait penerapan PM 18 tahun 2020, Minggu (12/10/2020).Baca juga:Luhut Terbitkan Pengendalian Transportasi Kala Covid-19, Apa Isinya?Oleh sebab itu dia juga meminta para aplikator untuk mengawasi mitranya di lapangan.""Kita juga meminta aplikator untuk memberlakukan protokol ini kepada drrivernya dan pengawasannya dilakukan baik di hulu dan hilir. Apakah driver mengikuti ketentuan yang berlaku atau tidak,"" katanya.Sementara itu Direktur Jenderal Perhubungan Darat Kementerian Perhubungan,BudiSetiayadi mengatakan,peraturantersebut telah dikoordinasikan dengan Kementerian Kesehatan (Kemenkes).Menurut dia, peraturan tersebut telah ditetapkan. Dengan demikian ojek online dapat kembali diperbolehkan mengangkut penumpang.Dia pun meminta aplikator menyesuaikan denganalgoritmasesuai dengan protokol kesehatan.""Kami harapkan di algoritma, yang boleh angkut pengemudi yang sesuai standard peraturan tadi, itu harus dikuatkan aplikator dan mereka mengatakan siap,"" katanya.Budi meminta seluruh pihak baik petugas, masyarakat, pengemudi dan aplikator harus bersinergi dan bekerja sama dalam menjalankan perturan ini.""Peraturan ini butuh kerja sama antara aplikator, pengemydi dan semua pihak. Pengawasan ini bukan hanya ke petugas tapi ke masyarakat juga,"" ucap dia.Baca juga:Mudik Tak Dilarang, Kemenhub Batasi Jumlah Penumpang Kendaraan PribadiSimakbreaking newsdanberita pilihankami langsung di ponselmu. Pilih saluran andalanmu akses berita Kompas.com WhatsApp Channel :https://www.whatsapp.com/channel/0029VaFPbedBPzjZrk13HO3D. Pastikan kamu sudah install aplikasi WhatsApp ya.",http://money.kompas.com/read/2020/04/12/140100426/kemenhub-akhirnya-izinkan-ojol-angkut-penumpang-ini-syaratnya
2018-08-09 08:43:00,"Salah Paham, Facebook Sempat “Rayakan” Gempa Lombok","KOMPAS.com -Sejumlah penggunaFacebooksedang membahasgempadiLombokdalam sejumlah posting di jejaring sosial tersebut. Tiba-tiba saja di dalam kolom percakapan muncul aneka balon danconfetti, seolah Facebook hendak “merayakan” peristiwa tragis ituAda apa gerangan?Algoritmaotomatis Facebook rupanya salah mengenali kata “selamat” di percakapan yang bersangkutan.“Selamat” dalam bahasa Indonesia bisa diartikan sebagai ucapan bernada pujian atau keadaan seseorang yang tidak menjadi korban, tergantung konteksnya.Para peserta dalam percakapan yang ditingkahi balon tersebut sedang menyatakan keprihatinan dan berharap keselamatan untuk warga di Lombok.IstimewaUcapan belasungkawa yang salah dipahami Facebook sebagai perayaan. Kata selamat jika diklik akan memunculkan balon dan confetti.Facebook menyadari adanya kesalahan konyol itu dan segera berupaya memperbaikinya.“Fitur ini (animasi yang dipicu dengan mengetik ‘selamat’, atau ‘congrats’ dalam bahasa Inggris) tersedia meluas secara global. Kami menyayangkan kemunculannya dalam konteks yang salah dan telah mematikan fitur tersebut secara lokal,” ujar seorang juru bicara Facebook, Lisa Stratton.Sebagaimana dirangkumKompasTeknodariMotherboard, Kamis (9/8/2018), Stratton turut menyatakan pihak Facebook bersimpati terhadap para korban gempa bumi di Lombok.“Congrats” in Indonesian is “selamat”. Selamat also means “to survive.”After the 6.9 magnitude earthquake in Lombok, Facebook users wrote “I hope people will survive”. Then Facebook highlighted the word “selamat” and throw some balloons and confetti.pic.twitter.com/DEhYLqHWUz— Herman Saksono (@hermansaksono)August 6, 2018Seorang mahasiswa Indonesia yang tengah menjalani program PhD ilmu komputer di Northeastern University, Herman Saksono mengaku terkejutalgoritmaFacebook salah mengenali makna “selamat” dalam konteks percakapan.“Sebelum menerapkan fungsi macam ini, para peneliti biasanya menghabiskan banyak waktu untuk memastikan ia benar-benar cocok dengan budaya dan kebiasaan berbahasa di lokasi yang akan menjadi tempat penerapannya,” ujar Herman.Gempabumi di Lombok terjadi pada Minggu (5/8/2018) malam dengan magnitudo 7. Sejauh ini jumlah korban meninggal dilaporkan mencapai 131 orang. Sebanyak 156.003 orang terpaksa mengungsi dan terdapat 42.239 rumah mengalami kerusakan.Baca juga:Facebook Safety Check Tertipu Berita Lawas Bom di BangkokSimakbreaking newsdanberita pilihankami langsung di ponselmu. Pilih saluran andalanmu akses berita Kompas.com WhatsApp Channel :https://www.whatsapp.com/channel/0029VaFPbedBPzjZrk13HO3D. Pastikan kamu sudah install aplikasi WhatsApp ya.",http://tekno.kompas.com/read/2018/08/09/08430037/salah-paham-facebook-sempat-rayakan-gempa-lombok
